Census year,Construction year,Number of floors (above ground),Predominant space use,x,y,Latitude,longitude
2017,1965,17,Office,144.9716,-37.8136,-37.81362056,144.9716239
2017,,3,House/Townhouse,144.9883,-37.8191,-37.81911823,144.9882637
2017,1992,6,Parking - Commercial Covered,144.9605,-37.8057,-37.80570167,144.9605083
2017,1916,4,Commercial Accommodation,144.9492,-37.8096,-37.80956896,144.94925
2017,,2,House/Townhouse,144.9904,-37.8136,-37.81364412,144.9903533
2017,1887,3,Residential Apartment,144.9661,-37.8073,-37.80728664,144.9661439
2017,,2,House/Townhouse,144.9709,-37.7968,-37.7968406,144.9709047
2017,,2,House/Townhouse,144.9415,-37.7858,-37.78576764,144.9415027
2017,,1,House/Townhouse,144.9505,-37.8048,-37.80478918,144.9505278
2017,2007,2,House/Townhouse,144.9245,-37.7954,-37.79540861,144.9244796
2017,1910,4,Unoccupied - Unused,144.9641,-37.8115,-37.81148543,144.9641451
2017,,2,House/Townhouse,144.9749,-37.7961,-37.79609049,144.9748564
2017,1890,2,Hospital/Clinic,144.949,-37.8028,-37.80276021,144.9489625
2017,,1,House/Townhouse,144.9417,-37.7866,-37.78659441,144.941666
2017,,1,House/Townhouse,144.9715,-37.8002,-37.80021976,144.971493
2017,,1,House/Townhouse,144.9263,-37.7937,-37.79368153,144.9263213
2017,1870,2,Office,144.9671,-37.8061,-37.80608103,144.9670517
2017,,2,House/Townhouse,144.9554,-37.7952,-37.79522597,144.9554491
2017,1925,2,Entertainment/Recreation - Indoor,144.9712,-37.8129,-37.81285571,144.971197
2017,1970,17,Unoccupied - Unused,144.9666,-37.8138,-37.81375904,144.9666196
2017,1855,2,House/Townhouse,144.9682,-37.8093,-37.80925571,144.9681742
2017,,2,House/Townhouse,144.9549,-37.7941,-37.79405214,144.9548528
2017,,3,Commercial Accommodation,144.9686,-37.802,-37.80199543,144.9686252
2017,,2,House/Townhouse,144.97,-37.7985,-37.79849701,144.9699603
2017,1900,1,House/Townhouse,144.929,-37.79,-37.78996925,144.9290292
2017,1910,3,Entertainment/Recreation - Indoor,144.9648,-37.8124,-37.81244688,144.9648042
2017,,2,House/Townhouse,144.9879,-37.8185,-37.81854921,144.9879482
2017,1996,2,House/Townhouse,144.924,-37.789,-37.7890114,144.924024
2017,,1,House/Townhouse,144.9452,-37.7952,-37.79518758,144.9452172
2017,1984,18,Office,144.9552,-37.8194,-37.81937021,144.9552089
2017,2013,10,Residential Apartment,144.9581,-37.8046,-37.80460723,144.9581233
2017,,2,House/Townhouse,144.9482,-37.7966,-37.79656574,144.9481729
2017,,2,Public Display Area,144.9655,-37.8192,-37.81921193,144.9655372
2017,,3,Residential Apartment,144.9771,-37.8367,-37.83669646,144.9770822
2017,,1,House/Townhouse,144.9884,-37.8107,-37.81069899,144.9883828
2017,2001,2,Educational/Research,144.9387,-37.7941,-37.7940754,144.9387114
2017,1890,4,Educational/Research,144.9646,-37.8082,-37.80821792,144.9645663
2017,,1,House/Townhouse,144.9742,-37.7955,-37.79554794,144.9741561
2017,,1,House/Townhouse,144.9886,-37.8176,-37.81764344,144.9885968
2017,1870,2,Office,144.9571,-37.8044,-37.80442048,144.9570883
2017,,1,House/Townhouse,144.971,-37.7987,-37.79865759,144.9710115
2017,2002,2,House/Townhouse,144.931,-37.792,-37.79199729,144.9310109
2017,0,1,Unoccupied - Under Construction,144.9343,-37.7929,-37.79294858,144.9343489
2017,,1,House/Townhouse,144.9862,-37.8297,-37.82972059,144.9861508
2017,,2,House/Townhouse,144.9466,-37.7953,-37.79527593,144.9465597
2017,1900,1,House/Townhouse,144.9327,-37.791,-37.79103503,144.9327119
2017,1990,2,House/Townhouse,144.9245,-37.7905,-37.7905138,144.9245208
2017,1928,5,Commercial Accommodation,144.9755,-37.8351,-37.83508259,144.9754922
2017,2008,3,House/Townhouse,144.9206,-37.7934,-37.79338508,144.9206407
2017,2012,3,House/Townhouse,144.9849,-37.8332,-37.83321246,144.9848525
2017,1980,1,Storage,144.9403,-37.8028,-37.80282748,144.9402804
2017,2002,2,House/Townhouse,144.9446,-37.8076,-37.80757984,144.9446015
2017,1930,2,Residential Apartment,144.9562,-37.7959,-37.79589156,144.9562049
2017,2012,3,House/Townhouse,144.937,-37.8228,-37.82275878,144.9369691
2017,,2,House/Townhouse,144.9538,-37.796,-37.79599341,144.9537628
2017,1892,4,Entertainment/Recreation - Indoor,144.9666,-37.8119,-37.81185376,144.9666149
2017,1993,4,Residential Apartment,144.9694,-37.8013,-37.80130148,144.9694059
2017,,1,House/Townhouse,144.9297,-37.7968,-37.79683422,144.9296892
2017,,1,House/Townhouse,144.9304,-37.7985,-37.79848123,144.9304336
2017,1990,2,Workshop/Studio,144.9352,-37.7905,-37.79045307,144.9351916
2017,,3,Residential Apartment,144.9799,-37.836,-37.83601873,144.9799486
2017,,2,House/Townhouse,144.9741,-37.7951,-37.79514132,144.9741367
2017,2003,32,Residential Apartment,144.9658,-37.8228,-37.82280289,144.9658274
2017,,1,House/Townhouse,144.9435,-37.806,-37.80597892,144.9435352
2017,1930,3,House/Townhouse,144.9786,-37.837,-37.83701466,144.9785997
2017,1888,8,Residential Apartment,144.9639,-37.8219,-37.82194158,144.9638767
2017,1870,1,House/Townhouse,144.988,-37.8131,-37.81305998,144.9879834
2017,1900,1,House/Townhouse,144.9264,-37.791,-37.79096176,144.9264295
2017,1963,19,Residential Apartment,144.9829,-37.8345,-37.8344699,144.9829184
2017,,1,House/Townhouse,144.9494,-37.799,-37.79904114,144.949396
2017,1910,2,Wholesale,144.9545,-37.806,-37.80597151,144.9545201
2017,,2,House/Townhouse,144.9482,-37.807,-37.80703543,144.9482368
2017,,2,Unoccupied - Unused,144.9648,-37.8063,-37.80626249,144.9647613
2017,,1,House/Townhouse,144.9566,-37.7948,-37.7947982,144.9565909
2017,,2,House/Townhouse,144.9434,-37.792,-37.79202553,144.9433903
2017,,2,House/Townhouse,144.9208,-37.7917,-37.79167139,144.9208074
2017,1900,1,House/Townhouse,144.9304,-37.7909,-37.79086194,144.9303657
2017,,2,House/Townhouse,144.9687,-37.7963,-37.79633315,144.9686999
2017,1988,1,Unoccupied - Unused,144.9344,-37.7995,-37.79949034,144.9343625
2017,1968,4,Residential Apartment,144.984,-37.8338,-37.83377553,144.9840383
2017,,2,House/Townhouse,144.9749,-37.7958,-37.79583569,144.9749003
2017,,1,House/Townhouse,144.9704,-37.8,-37.8000001,144.9703586
2017,,2,House/Townhouse,144.9515,-37.8043,-37.80425079,144.9515101
2017,,1,House/Townhouse,144.9537,-37.8037,-37.80374356,144.9536669
2017,1888,2,Educational/Research,144.9575,-37.7961,-37.7960755,144.9574681
2017,,1,House/Townhouse,144.9716,-37.7959,-37.79590391,144.9715673
2017,1890,2,Entertainment/Recreation - Indoor,144.9725,-37.8112,-37.81124851,144.9725085
2017,1927,1,Entertainment/Recreation - Indoor,144.968,-37.8109,-37.81090609,144.9680168
2017,1854,2,"Performances, Conferences, Ceremonies",144.9758,-37.8111,-37.81108899,144.9758387
2017,,1,House/Townhouse,144.9427,-37.7887,-37.78867992,144.9426969
2017,,2,House/Townhouse,144.9862,-37.8304,-37.83039012,144.9861821
2017,,2,House/Townhouse,144.9197,-37.7957,-37.79565642,144.9197007
2017,1910,1,House/Townhouse,144.9305,-37.7914,-37.79138398,144.9305397
2017,1917,2,Entertainment/Recreation - Indoor,144.9576,-37.8199,-37.8199274,144.9576375
2017,,2,House/Townhouse,144.9448,-37.792,-37.79199874,144.94476
2017,,1,House/Townhouse,144.9731,-37.7982,-37.7982467,144.9731197
2017,1900,1,House/Townhouse,144.9289,-37.7908,-37.79084357,144.9288697
2017,1900,1,House/Townhouse,144.9292,-37.7935,-37.7934701,144.9291591
2017,2009,4,Residential Apartment,144.9269,-37.798,-37.79804649,144.9268703
2017,1938,8,Residential Apartment,144.9643,-37.8147,-37.81473585,144.9643479
2017,1885,2,Office,144.9649,-37.8056,-37.80560226,144.9648883
2017,,1,House/Townhouse,144.9252,-37.7943,-37.79434991,144.9251585
2017,1955,3,Entertainment/Recreation - Indoor,144.9623,-37.809,-37.80904387,144.9622607
2017,1873,6,Office,144.9664,-37.8064,-37.80643896,144.9664124
2017,2001,1,House/Townhouse,144.9339,-37.7963,-37.79634048,144.9339383
2017,,1,Workshop/Studio,144.9489,-37.8091,-37.80911384,144.9489007
2017,1925,7,Residential Apartment,144.9624,-37.8159,-37.81585541,144.962439
2017,1940,2,Residential Apartment,144.9854,-37.8288,-37.8288426,144.9854381
2017,2002,6,Residential Apartment,144.9548,-37.8054,-37.80542601,144.9547634
2017,1996,1,Storage,144.9429,-37.8047,-37.80467756,144.9428657
2017,1991,2,House/Townhouse,144.9258,-37.7893,-37.78931255,144.9258314
2017,1890,2,Retail - Shop,144.9675,-37.799,-37.79895899,144.967511
2017,,3,House/Townhouse,144.9205,-37.7922,-37.79215339,144.9205456
2017,,2,House/Townhouse,144.9861,-37.8135,-37.81349481,144.9860622
2017,1960,3,Unoccupied - Unused,144.9384,-37.7898,-37.78981918,144.9383749
2017,2002,2,House/Townhouse,144.923,-37.7963,-37.79627783,144.9230133
2017,1995,4,House/Townhouse,144.9544,-37.8081,-37.80811247,144.9544077
2017,1920,1,Hospital/Clinic,144.9467,-37.7944,-37.79435574,144.946725
2017,1931,9,Office,144.9607,-37.8175,-37.81752824,144.9606534
2017,,1,House/Townhouse,144.9469,-37.8012,-37.80121211,144.9469057
2017,,2,House/Townhouse,144.9718,-37.7968,-37.79675346,144.971828
2017,,2,House/Townhouse,144.9454,-37.796,-37.79595638,144.9454495
2017,,1,House/Townhouse,144.9256,-37.7946,-37.79461967,144.9256216
2017,,1,House/Townhouse,144.9463,-37.8055,-37.8054746,144.9462801
2017,2012,3,House/Townhouse,144.9395,-37.8233,-37.82327635,144.9394639
2017,,1,House/Townhouse,144.9423,-37.7948,-37.79480882,144.9423281
2017,,2,House/Townhouse,144.9564,-37.7939,-37.79392765,144.956437
2017,1970,2,Manufacturing,144.9406,-37.8004,-37.80037501,144.9405851
2017,,2,Residential Apartment,144.9494,-37.7975,-37.7975342,144.9493522
2017,,1,House/Townhouse,144.9799,-37.8345,-37.83447483,144.9799294
2017,,1,House/Townhouse,144.9483,-37.807,-37.80696312,144.9483305
2017,,2,House/Townhouse,144.9709,-37.8,-37.79995629,144.9708754
2017,,2,House/Townhouse,144.9735,-37.7984,-37.79843322,144.9734677
2017,2013,1,House/Townhouse,144.9446,-37.8034,-37.80344778,144.9445821
2017,1987,6,Unoccupied - Under Renovation,144.9656,-37.8121,-37.81214275,144.9655866
2017,,2,Residential Apartment,144.944,-37.8019,-37.80188542,144.9440079
2017,1854,1,Entertainment/Recreation - Indoor,144.958,-37.7915,-37.79153617,144.9580062
2017,,1,House/Townhouse,144.9495,-37.8012,-37.80120975,144.9494529
2017,,1,House/Townhouse,144.9484,-37.7974,-37.79739056,144.9484038
2017,1970,1,House/Townhouse,144.9333,-37.7924,-37.79236734,144.9333021
2017,2002,2,House/Townhouse,144.953,-37.8046,-37.80458079,144.9530064
2017,,2,House/Townhouse,144.9592,-37.7809,-37.78092748,144.9592101
2017,2010,2,House/Townhouse,144.9467,-37.8016,-37.80157328,144.9467208
2017,,1,House/Townhouse,144.974,-37.7998,-37.799826,144.9740267
2017,1870,2,Office,144.971,-37.7978,-37.79775363,144.971008
2017,1975,2,House/Townhouse,144.9336,-37.7914,-37.7913829,144.9335661
2017,,1,House/Townhouse,144.9729,-37.7949,-37.7949233,144.9728598
2017,,3,House/Townhouse,144.9179,-37.7949,-37.79488203,144.9178565
2017,1990,2,House/Townhouse,144.9249,-37.7904,-37.79044364,144.9249231
2017,,1,Equipment Installation,144.9595,-37.8206,-37.82059787,144.9594961
2017,1952,6,Residential Apartment,144.9604,-37.8131,-37.81313055,144.9603556
2017,1943,2,Unoccupied - Unused,144.9553,-37.8148,-37.81484517,144.9553271
2017,,2,House/Townhouse,144.9203,-37.7914,-37.79142048,144.9203065
2017,,2,House/Townhouse,144.9189,-37.7926,-37.79256706,144.9188928
2017,,1,House/Townhouse,144.946,-37.7958,-37.79579233,144.9460341
2017,1973,15,Office,144.9769,-37.8374,-37.83735633,144.9768651
2017,,1,House/Townhouse,144.9514,-37.7974,-37.79742242,144.9514331
2017,,2,House/Townhouse,144.9569,-37.8052,-37.80519957,144.956936
2017,,2,House/Townhouse,144.984,-37.8349,-37.834948,144.984011
2017,2011,4,House/Townhouse,144.9536,-37.7998,-37.79978405,144.9536297
2017,,1,Community Use,144.9741,-37.8123,-37.81233837,144.9740666
2017,2010,2,House/Townhouse,144.9328,-37.7905,-37.79049448,144.9328139
2017,,1,House/Townhouse,144.9301,-37.7984,-37.79835068,144.9301463
2017,,2,House/Townhouse,144.971,-37.7999,-37.79988086,144.9710077
2017,1900,1,House/Townhouse,144.9284,-37.7911,-37.79105917,144.9284309
2017,1885,2,House/Townhouse,144.9316,-37.7894,-37.78939776,144.9316072
2017,1969,9,Office,144.9578,-37.8164,-37.81636535,144.9578145
2017,,1,House/Townhouse,144.9226,-37.7938,-37.79378316,144.9225683
2017,,2,House/Townhouse,144.9184,-37.7936,-37.79359555,144.9183948
2017,,1,House/Townhouse,144.9458,-37.8105,-37.81049071,144.9458436
2017,,1,House/Townhouse,144.9696,-37.7964,-37.79643639,144.9696428
2017,1981,4,Commercial Accommodation,144.9882,-37.8105,-37.81046032,144.9881764
2017,,2,House/Townhouse,144.968,-37.8006,-37.80060519,144.9679583
2017,,1,House/Townhouse,144.935,-37.7965,-37.79650047,144.9349739
2017,,2,House/Townhouse,144.9742,-37.795,-37.79500728,144.9741555
2017,,2,Residential Apartment,144.981,-37.8367,-37.83665318,144.9810181
2017,,2,House/Townhouse,144.9834,-37.8153,-37.81533331,144.9834154
2017,1890,2,Office,144.9834,-37.8094,-37.80943876,144.983389
2017,1920,6,Office,144.9759,-37.8128,-37.81280015,144.975872
2017,,2,House/Townhouse,144.9495,-37.7985,-37.79851085,144.9495374
2017,,2,Community Use,144.9237,-37.7977,-37.79767091,144.9236556
2017,,3,Residential Apartment,144.9871,-37.8335,-37.83347953,144.9871049
2017,,2,House/Townhouse,144.9824,-37.836,-37.83595348,144.9824441
2017,1945,2,Office,144.9616,-37.8129,-37.81286616,144.9615722
2017,,1,House/Townhouse,144.9281,-37.7946,-37.79460343,144.9280676
2017,1960,1,Wholesale,144.9445,-37.8014,-37.80138323,144.9445072
2017,1967,1,Equipment Installation,144.9815,-37.8413,-37.84133159,144.9814694
2017,,1,Storage,144.9805,-37.813,-37.81296219,144.9804598
2017,1935,1,Equipment Installation,144.9504,-37.802,-37.80203914,144.9503844
2017,1929,4,Residential Apartment,144.9623,-37.8093,-37.80927203,144.9623307
2017,1989,2,House/Townhouse,144.9246,-37.7891,-37.78912819,144.9245641
2017,1900,1,House/Townhouse,144.9288,-37.7906,-37.7906455,144.9288411
2017,,2,House/Townhouse,144.9561,-37.8032,-37.80318396,144.956113
2017,1920,2,House/Townhouse,144.9313,-37.7938,-37.79381086,144.9313474
2017,,2,House/Townhouse,144.9217,-37.7959,-37.79590016,144.9216823
2017,1880,2,Office,144.9509,-37.803,-37.80298145,144.9508581
2017,1930,1,Storage,144.9401,-37.7971,-37.79709522,144.9401432
2017,1900,1,House/Townhouse,144.9302,-37.7899,-37.789917,144.9301868
2017,,1,House/Townhouse,144.9317,-37.7956,-37.79559872,144.9317033
2017,1888,3,House/Townhouse,144.968,-37.8093,-37.80933456,144.968045
2017,1910,2,House/Townhouse,144.9422,-37.7881,-37.7880706,144.9422159
2017,,1,House/Townhouse,144.9573,-37.794,-37.79398398,144.9573004
2017,,1,House/Townhouse,144.9728,-37.7947,-37.79467858,144.9727932
2017,,2,House/Townhouse,144.9873,-37.8151,-37.8151481,144.9873344
2017,1973,11,Office,144.9712,-37.8127,-37.81268556,144.9712459
2017,1885,3,Entertainment/Recreation - Indoor,144.9606,-37.8165,-37.81654513,144.9605769
2017,,1,House/Townhouse,144.948,-37.7955,-37.79548337,144.9480135
2017,1900,1,House/Townhouse,144.9333,-37.7928,-37.79282979,144.9332557
2017,1922,1,Workshop/Studio,144.9513,-37.8122,-37.81221861,144.9512747
2017,2001,3,House/Townhouse,144.922,-37.7948,-37.7947654,144.9220093
2017,,1,House/Townhouse,144.9846,-37.8436,-37.84357992,144.9846214
2017,,4,Residential Apartment,144.9505,-37.8037,-37.80369591,144.9505298
2017,1975,2,House/Townhouse,144.9323,-37.7902,-37.79015463,144.9323448
2017,1923,1,Entertainment/Recreation - Indoor,144.9656,-37.8013,-37.80132622,144.9656266
2017,1998,3,Residential Apartment,144.9553,-37.8074,-37.80740063,144.9553478
2017,,1,House/Townhouse,144.9451,-37.8073,-37.80732105,144.9450979
2017,2013,4,Residential Apartment,144.9388,-37.7785,-37.77854551,144.9388412
2017,,3,Residential Apartment,144.9856,-37.81,-37.81004733,144.9856247
2017,1914,1,Retail - Shop,144.9577,-37.8076,-37.80762482,144.9576703
2017,,2,House/Townhouse,144.9823,-37.8368,-37.83680926,144.98227
2017,1950,2,Storage,144.9352,-37.7894,-37.78937942,144.9351938
2017,1988,19,Office,144.9553,-37.8125,-37.81252354,144.9552954
2017,,2,House/Townhouse,144.952,-37.799,-37.79900464,144.9520147
2017,,1,House/Townhouse,144.9665,-37.7965,-37.79647029,144.9664525
2017,,2,House/Townhouse,144.9424,-37.7961,-37.79608335,144.9424157
2017,,2,House/Townhouse,144.985,-37.8357,-37.8356891,144.9849711
2017,,2,House/Townhouse,144.9234,-37.795,-37.79500006,144.9234296
2017,,3,House/Townhouse,144.9776,-37.8365,-37.83647462,144.9776411
2017,,2,House/Townhouse,144.9196,-37.7934,-37.79337389,144.9196356
2017,1970,1,Unoccupied - Unused,144.9508,-37.8078,-37.80776808,144.9508199
2017,2004,17,Office,144.9509,-37.8195,-37.81948866,144.9508539
2017,,1,House/Townhouse,144.9285,-37.7971,-37.79706176,144.9285252
2017,1991,12,Office,144.9559,-37.8139,-37.81385043,144.9558776
2017,,2,House/Townhouse,144.922,-37.7917,-37.79174309,144.9219996
2017,,1,House/Townhouse,144.9877,-37.8149,-37.81492749,144.9877066
2017,,1,House/Townhouse,144.9422,-37.7878,-37.78779762,144.9421975
2017,2003,3,House/Townhouse,144.9169,-37.7937,-37.79371564,144.9168999
2017,1919,5,Entertainment/Recreation - Indoor,144.9677,-37.8127,-37.81267583,144.967689
2017,,2,House/Townhouse,144.9643,-37.8053,-37.80526085,144.9643254
2017,,1,House/Townhouse,144.9447,-37.7942,-37.79416881,144.9446691
2017,1880,3,Entertainment/Recreation - Indoor,144.9647,-37.8123,-37.81230096,144.9647364
2017,1897,2,Unoccupied - Unused,144.9695,-37.8105,-37.81050752,144.9695162
2017,1920,4,Office,144.9759,-37.8128,-37.81280015,144.975872
2017,1973,11,Office,144.9615,-37.815,-37.81501604,144.9614717
2017,,2,House/Townhouse,144.9794,-37.8369,-37.8369331,144.9793508
2017,,2,House/Townhouse,144.9551,-37.8076,-37.80760378,144.9551403
2017,,1,House/Townhouse,144.9452,-37.7954,-37.79544183,144.9451721
2017,,1,House/Townhouse,144.9286,-37.7959,-37.7959394,144.9285534
2017,,1,House/Townhouse,144.9433,-37.7931,-37.79312386,144.9432877
2017,,2,House/Townhouse,144.9736,-37.801,-37.80095123,144.9735854
2017,1950,2,Storage,144.9354,-37.7891,-37.78905228,144.9354269
2017,,1,House/Townhouse,144.9296,-37.7979,-37.79794867,144.9296374
2017,,1,House/Townhouse,144.9444,-37.7921,-37.79214836,144.9443705
2017,,1,House/Townhouse,144.9441,-37.7921,-37.79209105,144.9441404
2017,1870,2,House/Townhouse,144.9857,-37.8159,-37.81588371,144.9857441
2017,,2,House/Townhouse,144.9676,-37.795,-37.79499937,144.9676216
2017,,1,House/Townhouse,144.9204,-37.7921,-37.79214432,144.9204499
2017,,1,House/Townhouse,144.9872,-37.8321,-37.83210184,144.9871536
2017,,2,House/Townhouse,144.9228,-37.7901,-37.79008321,144.9228346
2017,2007,1,Office,144.9301,-37.7996,-37.79960343,144.9300792
2017,1980,13,Unoccupied - Under Renovation,144.9648,-37.8,-37.79997346,144.9648037
2017,1995,2,House/Townhouse,144.9265,-37.7887,-37.78868118,144.926465
2017,1915,2,Residential Apartment,144.9741,-37.7943,-37.79432545,144.9740863
2017,,1,House/Townhouse,144.9428,-37.7938,-37.79376112,144.942833
2017,2001,2,House/Townhouse,144.9345,-37.7915,-37.79151221,144.9344625
2017,1901,3,Entertainment/Recreation - Indoor,144.9675,-37.8132,-37.81323955,144.9675263
2017,1930,1,Retail - Shop,144.9479,-37.8086,-37.80860415,144.947861
2017,,1,House/Townhouse,144.9903,-37.8141,-37.81412185,144.990268
2017,1920,3,Workshop/Studio,144.963,-37.8036,-37.80358337,144.9629755
2017,1885,3,Educational/Research,144.9575,-37.787,-37.78703623,144.9574578
2017,1877,2,House/Townhouse,144.9671,-37.8068,-37.80683474,144.9670532
2017,,2,House/Townhouse,144.988,-37.8102,-37.81022726,144.9879547
2017,,1,House/Townhouse,144.9488,-37.797,-37.79702106,144.9487816
2017,1860,2,Entertainment/Recreation - Indoor,144.971,-37.8117,-37.81168344,144.9710071
2017,2003,3,House/Townhouse,144.9172,-37.7933,-37.79327557,144.91721
2017,,1,House/Townhouse,144.9291,-37.7952,-37.79522331,144.929149
2017,2003,3,Residential Apartment,144.9448,-37.805,-37.80495887,144.9448223
2017,1986,5,Office,144.9663,-37.8307,-37.83069486,144.966274
2017,1880,2,Entertainment/Recreation - Indoor,144.9496,-37.8048,-37.80483103,144.9495708
2017,1993,2,Residential Apartment,144.9734,-37.7985,-37.79851886,144.9733603
2017,1980,2,Office,144.952,-37.8042,-37.80422107,144.9519874
2017,1920,2,House/Townhouse,144.9313,-37.7939,-37.79387886,144.931335
2017,1895,1,House/Townhouse,144.9318,-37.7936,-37.79361955,144.9317703
2017,,1,House/Townhouse,144.9439,-37.7974,-37.79740552,144.9439236
2017,,1,House/Townhouse,144.9811,-37.8362,-37.8361574,144.9811198
2017,1924,2,Unoccupied - Under Construction,144.9503,-37.8084,-37.8084274,144.950325
2017,,1,House/Townhouse,144.9878,-37.8135,-37.81350101,144.9877735
2017,,1,House/Townhouse,144.9427,-37.7915,-37.79150829,144.9426966
2017,,2,House/Townhouse,144.9473,-37.8041,-37.80411146,144.9472676
2017,1920,3,Storage,144.9585,-37.8055,-37.80546698,144.958518
2017,1970,3,Storage,144.9682,-37.8123,-37.81227319,144.9681873
